age,education_num,log_capital_gain,relationship_Family
18,1,0.0,0
37,2,0.0,1
30,2,0.0,0
55,4,0.0,1
47,7,0.0,0
52,6,0.0,1
32,2,0.0,1
29,3,0.0,0
18,1,0.0,0
56,1,0.0,1
40,2,7.95,1
19,3,0.0,0
31,2,0.0,0
31,2,0.0,0
32,7,0.0,0
62,9,0.0,0
45,3,0.0,0
34,6,8.78,0
51,6,0.0,1
18,2,0.0,0
23,2,0.0,0
31,6,0.0,1
37,2,0.0,1
27,2,0.0,0
33,2,0.0,1
30,3,0.0,0
34,4,0.0,1
51,1,0.0,0
39,2,8.95,1
47,4,0.0,1
28,3,0.0,1
20,3,0.0,0
61,1,0.0,0
47,2,0.0,0
35,3,0.0,0
58,7,0.0,0
45,8,0.0,1
18,1,0.0,0
23,3,0.0,0
41,1,0.0,1
38,3,0.0,1
45,4,0.0,0
29,2,0.0,1
35,6,0.0,1
34,7,0.0,0
33,3,0.0,1
25,3,0.0,0
59,7,0.0,0
22,1,0.0,0
36,3,0.0,1
41,2,7.32,0
46,4,0.0,1
22,3,0.0,0
37,1,0.0,0
21,3,0.0,0
19,3,0.0,0
30,6,0.0,1
44,3,0.0,1
33,1,0.0,0
33,2,0.0,0
20,3,0.0,0
48,1,0.0,1
22,3,0.0,0
34,7,0.0,0
50,2,0.0,0
18,3,0.0,0
29,1,0.0,1
43,2,0.0,1
42,6,0.0,1
58,1,0.0,1
33,3,0.0,1
40,5,0.0,0
19,2,0.0,0
23,6,0.0,0
41,9,0.0,1
47,2,0.0,1
38,3,7.32,0
42,2,0.0,1
29,3,0.0,0
21,2,0.0,0
27,2,0.0,1
38,3,0.0,1
41,7,0.0,1
26,2,0.0,0
18,2,0.0,0
61,5,8.04,1
41,7,0.0,1
19,3,0.0,0
61,2,0.0,1
31,3,0.0,1
31,1,0.0,1
28,2,0.0,0
42,6,0.0,0
35,2,0.0,1
59,2,0.0,0
36,6,0.0,1
33,3,0.0,0
74,2,0.0,0
42,2,0.0,0
26,2,0.0,0
19,3,0.0,0
45,1,0.0,1
26,2,0.0,0
43,3,0.0,1
28,2,0.0,1
29,2,7.95,1
41,2,0.0,0
37,7,8.95,1
35,5,0.0,1
53,2,0.0,1
45,8,0.0,1
39,5,0.0,1
57,1,0.0,0
42,7,0.0,1
61,3,9.62,1
28,6,0.0,1
43,7,0.0,1
46,2,0.0,1
22,3,0.0,0
57,2,0.0,1
30,6,0.0,0
29,6,0.0,0
19,1,10.44,0
31,5,0.0,0
28,6,0.0,1
47,3,0.0,1
35,2,0.0,1
62,3,0.0,0
58,7,9.62,1
25,3,0.0,0
40,6,0.0,0
59,2,0.0,0
45,5,0.0,0
24,3,0.0,0
32,6,7.68,0
44,2,0.0,1
31,3,0.0,0
59,2,0.0,1
22,6,0.0,0
23,3,0.0,0
51,1,0.0,0
49,1,0.0,0
41,4,0.0,1
47,3,0.0,1
51,7,0.0,0
56,2,0.0,1
51,1,0.0,0
18,2,0.0,0
43,6,0.0,1
45,1,0.0,1
69,2,0.0,1
40,2,0.0,1
17,1,0.0,0
64,3,0.0,1
32,6,0.0,1
43,3,0.0,0
48,3,0.0,1
21,3,0.0,0
47,6,0.0,1
29,1,0.0,0
34,2,0.0,1
55,7,0.0,0
22,3,0.0,1
30,2,0.0,0
41,6,8.39,0
29,4,0.0,1
18,3,0.0,0
19,3,0.0,0
36,2,0.0,1
22,6,0.0,0
20,2,0.0,0
50,2,0.0,1
33,2,0.0,1
58,6,0.0,1
31,6,0.0,1
31,1,0.0,1
25,2,0.0,0
20,2,0.0,0
22,2,0.0,0
22,3,0.0,0
27,3,0.0,0
26,1,0.0,1
38,5,0.0,0
34,3,0.0,1
47,1,0.0,0
39,2,0.0,1
57,1,0.0,0
43,2,0.0,0
46,8,9.62,1
40,2,0.0,1
43,9,0.0,1
19,3,0.0,0
40,2,0.0,0
48,2,0.0,1
29,2,0.0,0
61,1,0.0,0
59,9,0.0,0
51,1,0.0,0
24,2,0.0,0
29,2,0.0,0
37,1,0.0,0
59,2,0.0,1
32,7,0.0,0
24,1,0.0,0
44,2,0.0,1
26,2,0.0,0
45,3,0.0,0
45,5,9.62,1
61,2,0.0,0
64,2,0.0,0
42,7,0.0,0
38,7,0.0,0
63,2,0.0,1
34,4,10.23,0
29,3,0.0,0
38,1,8.04,1
31,6,0.0,1
44,3,0.0,1
36,2,0.0,0
48,4,0.0,1
37,7,0.0,1
20,1,0.0,0
22,2,0.0,1
19,3,0.0,0
25,2,0.0,0
47,2,0.0,1
49,1,0.0,1
17,1,0.0,0
33,2,0.0,0
28,2,0.0,1
40,1,0.0,1
35,2,0.0,0
32,5,7.68,0
19,3,0.0,0
29,3,0.0,0
34,2,0.0,0
20,3,0.0,0
38,4,0.0,0
30,6,0.0,1
23,2,0.0,0
31,2,0.0,1
27,4,7.05,0
35,6,8.9,1
57,4,0.0,1
36,3,0.0,0
18,1,0.0,0
38,3,0.0,0
71,2,0.0,1
23,3,0.0,0
27,6,0.0,0
65,2,0.0,1
51,7,9.62,0
31,2,0.0,0
20,3,0.0,0
30,2,0.0,0
23,3,0.0,0
34,2,0.0,1
36,2,0.0,1
36,9,0.0,1
28,2,0.0,0
40,7,0.0,0
55,7,0.0,0
34,2,0.0,1
23,2,0.0,1
28,2,0.0,0
43,3,0.0,0
43,2,0.0,0
67,7,9.91,1
33,7,0.0,1
34,4,0.0,0
35,6,0.0,1
23,6,0.0,0
22,5,0.0,0
40,6,0.0,0
50,4,0.0,1
32,6,0.0,0
41,3,0.0,1
62,6,0.0,1
44,3,0.0,0
27,5,0.0,0
53,7,0.0,0
24,2,0.0,0
39,4,0.0,0
49,2,0.0,1
39,6,0.0,1
32,3,0.0,0
41,1,0.0,0
54,3,0.0,0
21,2,0.0,0
33,6,0.0,0
37,6,0.0,0
51,2,0.0,0
47,2,0.0,0
51,7,0.0,1
47,3,9.62,1
32,3,0.0,0
17,1,0.0,0
26,6,0.0,0
40,7,0.0,0
45,2,0.0,0
28,2,0.0,1
28,3,0.0,1
24,6,0.0,0
35,3,0.0,1
20,3,0.0,0
32,6,0.0,1
28,4,0.0,1
30,6,0.0,1
43,2,0.0,0
53,2,0.0,0
33,3,8.9,1
36,2,7.32,0
32,2,0.0,1
67,2,0.0,0
41,1,0.0,0
41,2,0.0,1
21,3,0.0,0
25,6,0.0,0
53,2,0.0,1
28,2,0.0,1
52,6,0.0,1
24,6,0.0,0
23,6,0.0,0
27,2,0.0,0
38,9,0.0,1
39,2,0.0,1
20,3,0.0,0
36,3,0.0,1
32,2,0.0,1
35,3,0.0,1
38,3,0.0,0
47,2,0.0,0
27,2,0.0,1
47,3,0.0,0
39,6,0.0,1
35,3,0.0,1
39,2,0.0,0
37,6,0.0,1
27,4,0.0,0
34,9,0.0,1
50,4,0.0,0
22,2,0.0,1
36,6,0.0,1
30,1,0.0,0
30,6,0.0,0
50,7,0.0,0
45,3,0.0,0
41,2,0.0,0
60,5,0.0,0
33,2,0.0,0
21,3,0.0,0
38,1,0.0,1
33,6,0.0,1
34,7,9.62,1
25,6,0.0,1
17,1,0.0,0
21,3,0.0,0
33,1,0.0,1
52,2,0.0,1
23,2,0.0,0
52,6,0.0,0
51,1,0.0,1
30,1,0.0,1
44,3,8.11,0
33,3,0.0,0
56,3,0.0,0
36,1,0.0,1
18,1,0.0,0
41,1,0.0,1
47,3,0.0,0
26,2,0.0,0
34,3,0.0,0
47,2,0.0,0
32,6,0.0,0
45,2,8.52,1
29,2,0.0,0
67,3,7.79,1
52,2,0.0,1
20,3,0.0,0
41,2,0.0,1
28,3,0.0,0
32,1,0.0,1
32,2,0.0,0
70,6,0.0,0
22,3,0.0,0
40,2,0.0,0
26,1,0.0,0
29,2,0.0,0
54,7,0.0,0
24,6,0.0,0
42,7,7.05,0
32,2,0.0,0
30,2,0.0,0
18,1,0.0,0
25,1,8.04,1
28,6,0.0,0
26,1,0.0,0
35,5,0.0,0
22,3,0.0,0
40,2,0.0,1
67,6,0.0,1
43,2,0.0,1
27,2,0.0,0
18,3,0.0,0
21,1,0.0,0
52,4,0.0,0
41,7,0.0,1
36,2,0.0,0
45,6,0.0,0
30,6,0.0,0
37,2,0.0,0
46,3,0.0,1
46,2,0.0,0
26,2,0.0,1
22,2,0.0,0
56,2,0.0,1
32,4,0.0,0
35,3,0.0,0
24,2,0.0,0
66,6,6.0,0
23,5,0.0,0
41,6,0.0,1
20,2,0.0,0
51,3,8.9,1
51,3,0.0,1
31,2,0.0,1
40,1,0.0,1
30,2,0.0,0
18,1,0.0,0
55,2,0.0,1
62,1,0.0,0
65,3,0.0,1
54,3,0.0,0
46,2,8.9,1
64,2,0.0,1
45,3,0.0,1
60,2,0.0,1
39,2,0.0,0
42,6,0.0,1
49,3,0.0,0
36,3,0.0,1
50,7,0.0,1
29,2,0.0,0
35,3,0.0,1
20,3,0.0,0
32,2,0.0,0
30,2,0.0,0
22,3,0.0,0
35,5,0.0,1
45,9,0.0,1
40,3,0.0,1
27,6,0.0,0
18,2,0.0,0
29,5,0.0,0
25,2,0.0,1
60,9,0.0,1
41,2,0.0,0
31,2,0.0,1
62,9,9.62,1
31,6,0.0,1
39,6,0.0,1
41,2,8.95,1
18,3,0.0,0
24,6,0.0,0
44,2,0.0,0
55,1,0.0,0
66,3,0.0,1
70,3,0.0,0
18,3,0.0,0
55,1,8.52,1
30,6,0.0,0
30,3,8.39,0
21,2,0.0,0
41,2,0.0,1
37,3,0.0,1
20,3,0.0,0
28,3,0.0,0
56,1,0.0,0
33,6,0.0,0
20,3,0.0,0
21,2,0.0,0
29,6,0.0,0
29,2,0.0,0
21,1,0.0,0
25,5,0.0,0
60,2,0.0,0
31,7,0.0,0
31,3,0.0,0
30,7,0.0,1
41,3,0.0,0
20,3,0.0,0
37,2,0.0,0
18,1,0.0,0
34,2,0.0,0
31,3,0.0,0
35,2,0.0,1
23,6,0.0,0
55,2,0.0,0
17,1,0.0,0
27,3,0.0,1
43,2,0.0,0
53,2,0.0,0
17,1,0.0,0
24,3,0.0,0
60,3,0.0,0
46,2,0.0,0
43,3,0.0,1
41,6,0.0,1
23,3,0.0,0
46,9,0.0,1
45,6,0.0,1
22,2,0.0,0
35,2,0.0,0
75,2,0.0,0
54,6,0.0,1
75,1,0.0,0
55,1,0.0,1
40,4,0.0,0
31,1,0.0,1
43,3,8.55,1
27,6,0.0,1
38,3,0.0,1
61,2,0.0,1
38,4,0.0,0
49,5,0.0,1
28,2,0.0,0
53,3,8.39,1
22,1,0.0,0
32,2,0.0,1
47,4,0.0,0
58,2,0.0,0
23,6,0.0,0
53,3,0.0,1
33,2,0.0,0
36,6,0.0,1
38,2,0.0,1
27,2,0.0,0
34,6,0.0,0
35,7,11.51,1
46,6,0.0,0
44,3,0.0,1
41,2,0.0,0
22,2,0.0,0
23,2,0.0,0
51,2,0.0,0
20,3,0.0,0
40,7,0.0,0
40,6,0.0,1
57,6,0.0,1
18,1,0.0,0
56,2,0.0,0
64,2,0.0,0
31,3,0.0,0
68,3,0.0,0
24,3,0.0,0
28,2,0.0,1
26,6,0.0,0
29,7,0.0,0
32,7,0.0,1
44,2,0.0,0
17,1,0.0,0
81,3,0.0,1
39,6,10.23,0
54,3,0.0,0
45,6,0.0,0
25,3,0.0,0
18,3,0.0,0
40,2,8.9,1
30,4,0.0,0
66,1,0.0,1
27,2,0.0,0
54,6,0.0,1
35,6,0.0,1
22,3,0.0,0
32,3,0.0,1
74,1,0.0,1
31,2,0.0,1
21,2,0.0,0
57,2,0.0,1
21,2,0.0,1
34,2,0.0,0
29,4,0.0,0
19,3,0.0,0
43,3,0.0,1
41,7,0.0,1
20,1,0.0,1
30,1,0.0,0
28,2,0.0,1
44,2,0.0,1
41,2,0.0,1
45,6,0.0,1
63,2,0.0,1
42,2,0.0,1
25,3,0.0,0
29,2,0.0,0
40,6,0.0,1
56,3,0.0,0
38,2,0.0,1
59,2,0.0,0
30,2,0.0,0
26,2,0.0,1
18,3,0.0,0
27,3,0.0,1
54,7,0.0,0
39,8,0.0,0
47,1,0.0,0
37,3,8.31,1
31,3,0.0,1
48,1,0.0,1
17,1,0.0,0
39,5,0.0,1
20,1,0.0,0
45,3,0.0,1
53,6,0.0,0
44,4,0.0,0
37,6,0.0,1
48,2,0.0,1
29,4,0.0,0
33,2,0.0,0
21,5,0.0,0
46,6,0.0,1
49,1,0.0,1
58,2,11.51,0
56,3,8.11,0
30,2,0.0,1
56,1,0.0,0
48,6,0.0,1
22,3,0.0,0
19,3,0.0,0
56,7,9.62,1
28,1,0.0,0
25,6,0.0,0
61,2,0.0,1
28,6,0.0,1
17,1,0.0,0
35,2,8.9,1
35,2,0.0,0
37,2,0.0,0
38,3,0.0,0
53,2,0.0,1
48,2,0.0,1
49,2,0.0,1
23,3,7.95,1
41,3,0.0,1
59,2,0.0,0
22,6,0.0,1
48,3,7.79,1
42,2,0.0,1
21,2,0.0,0
24,6,0.0,0
39,6,0.0,1
39,2,0.0,1
50,2,0.0,1
38,3,0.0,1
50,6,0.0,1
25,3,0.0,0
67,6,0.0,1
58,3,8.04,1
26,3,0.0,0
27,1,0.0,0
34,2,0.0,0
34,2,0.0,1
59,2,0.0,1
22,3,0.0,0
39,2,0.0,1
21,3,0.0,0
43,6,8.9,1
30,2,0.0,0
46,4,0.0,1
21,3,0.0,0
56,6,0.0,1
30,6,10.23,0
44,3,0.0,1
49,3,9.62,1
26,2,0.0,0
19,2,0.0,0
48,6,0.0,1
17,1,0.0,0
24,2,0.0,0
34,2,0.0,0
36,6,0.0,1
76,1,0.0,0
27,3,0.0,0
43,3,0.0,1
35,5,0.0,0
25,6,0.0,0
39,2,0.0,0
32,6,0.0,0
32,2,0.0,0
31,3,0.0,1
77,1,0.0,0
20,3,0.0,0
50,2,0.0,0
48,2,8.95,1
65,1,0.0,1
17,1,0.0,0
45,3,8.95,1
32,6,0.0,1
34,4,7.51,0
23,6,0.0,0
52,2,0.0,1
42,6,0.0,1
28,4,0.0,0
29,9,0.0,1
24,4,0.0,0
54,6,0.0,1
29,3,0.0,1
18,2,0.0,0
35,2,0.0,1
31,2,0.0,0
45,6,0.0,0
19,3,0.0,0
32,2,0.0,0
29,4,0.0,0
31,5,0.0,0
39,3,0.0,1
29,3,0.0,1
34,2,0.0,0
40,3,0.0,1
64,3,0.0,1
44,2,0.0,0
61,2,9.62,1
42,2,0.0,1
24,3,0.0,1
56,5,0.0,1
24,6,0.0,0
40,4,0.0,0
25,2,0.0,1
61,2,0.0,1
35,2,0.0,1
63,2,0.0,0
31,3,0.0,1
60,4,8.31,1
20,5,6.39,0
67,7,0.0,0
42,8,0.0,1
37,5,0.0,1
35,2,0.0,0
29,2,0.0,0
34,5,0.0,0
19,4,0.0,0
42,7,0.0,0
33,2,0.0,0
59,6,0.0,0
23,3,0.0,0
32,6,0.0,0
27,2,0.0,1
29,6,0.0,1
36,6,0.0,1
39,2,0.0,1
35,4,0.0,1
46,3,0.0,1
49,6,0.0,1
41,6,0.0,0
31,2,0.0,0
35,4,0.0,1
65,7,8.98,0
39,6,0.0,0
17,1,0.0,0
26,2,0.0,0
59,3,0.0,0
72,1,0.0,1
64,2,0.0,0
33,6,8.9,1
36,6,0.0,1
22,3,0.0,0
33,3,0.0,0
35,4,8.9,1
46,2,0.0,1
21,2,0.0,0
36,3,0.0,0
27,2,0.0,1
57,2,0.0,1
42,7,0.0,0
29,2,8.24,1
29,1,0.0,0
71,2,7.46,0
30,3,0.0,1
72,1,0.0,1
26,6,0.0,0
31,3,0.0,1
27,2,0.0,0
33,3,0.0,0
45,1,0.0,1
33,3,8.04,1
40,3,0.0,0
32,6,0.0,0
38,2,0.0,1
29,7,0.0,1
40,2,0.0,0
54,6,0.0,1
47,3,0.0,1
24,2,0.0,0
34,7,0.0,1
40,6,0.0,1
35,2,0.0,0
62,6,0.0,1
17,1,0.0,0
35,3,0.0,0
31,3,0.0,1
26,2,0.0,0
37,6,0.0,0
61,4,0.0,0
32,3,0.0,0
42,3,0.0,1
42,6,0.0,0
22,3,0.0,0
43,6,0.0,1
42,2,0.0,1
20,2,0.0,0
43,3,0.0,1
31,1,0.0,0
36,6,0.0,1
49,3,0.0,0
19,1,0.0,0
21,3,0.0,0
41,5,0.0,1
28,6,0.0,0
33,2,0.0,0
74,1,0.0,1
20,2,0.0,0
43,6,0.0,1
64,3,0.0,1
56,7,0.0,1
42,1,0.0,1
52,2,0.0,0
84,1,0.0,0
41,2,0.0,0
47,7,0.0,1
29,5,0.0,0
45,5,0.0,0
35,6,0.0,1
25,3,0.0,0
23,3,0.0,0
28,6,0.0,0
80,7,11.51,1
60,1,0.0,1
20,2,0.0,0
46,3,0.0,1
27,3,0.0,0
30,2,0.0,0
52,3,0.0,1
59,2,9.51,0
51,5,0.0,1
26,4,0.0,0
48,7,0.0,1
27,7,0.0,0
53,5,0.0,0
23,3,0.0,0
20,3,0.0,0
30,6,0.0,1
36,2,8.9,1
31,2,0.0,1
21,3,0.0,0
48,6,8.95,1
20,3,0.0,0
27,3,0.0,0
47,2,0.0,0
43,3,0.0,0
31,2,0.0,1
55,3,0.0,1
26,2,0.0,0
39,2,0.0,0
48,5,0.0,1
32,2,0.0,0
39,2,8.9,1
17,1,0.0,0
35,5,0.0,1
30,7,0.0,1
46,3,0.0,1
41,3,0.0,0
49,3,0.0,1
30,2,0.0,0
26,5,0.0,1
41,6,0.0,0
65,3,0.0,0
37,3,0.0,1
47,3,0.0,0
59,6,0.0,1
23,6,0.0,0
35,3,0.0,0
23,2,0.0,0
35,2,0.0,1
40,2,8.95,1
35,2,0.0,1
25,1,0.0,1
49,9,9.55,0
28,7,0.0,0
52,2,0.0,1
49,7,0.0,0
35,2,0.0,0
20,2,0.0,0
36,3,0.0,0
45,4,0.0,0
41,2,0.0,1
42,3,0.0,1
35,6,0.0,1
36,3,8.55,1
52,2,0.0,1
61,1,0.0,1
43,1,0.0,1
29,6,9.26,0
40,8,0.0,1
75,2,0.0,0
42,9,0.0,1
44,1,0.0,1
34,2,8.31,1
38,3,0.0,1
52,3,0.0,1
32,1,0.0,1
50,5,0.0,1
33,2,0.0,0
71,1,0.0,0
55,2,0.0,1
51,2,0.0,0
36,6,0.0,0
44,2,0.0,0
25,3,7.68,0
51,2,0.0,1
36,1,0.0,0
44,1,0.0,0
26,2,0.0,1
43,2,0.0,0
31,2,0.0,0
18,3,0.0,0
17,1,6.39,0
46,6,0.0,1
36,3,0.0,1
23,2,0.0,1
41,2,0.0,0
19,2,0.0,0
24,6,0.0,0
28,3,0.0,1
38,7,0.0,1
26,2,0.0,0
31,6,0.0,0
38,2,0.0,0
40,2,0.0,1
20,2,0.0,0
22,2,0.0,0
21,3,0.0,0
23,3,0.0,0
30,3,0.0,0
44,2,0.0,1
31,3,0.0,1
33,2,0.0,0
30,6,0.0,1
60,3,0.0,1
34,2,0.0,1
21,2,0.0,0
33,6,0.0,0
34,1,0.0,1
46,5,0.0,0
48,3,0.0,1
21,3,0.0,0
20,3,0.0,0
31,1,0.0,0
32,3,0.0,1
53,1,0.0,1
30,2,0.0,1
55,2,0.0,1
39,3,0.0,0
30,3,0.0,0
49,6,0.0,1
54,3,0.0,1
23,6,6.96,0
45,2,9.62,1
19,3,0.0,0
52,6,0.0,1
31,2,0.0,1
42,6,0.0,0
51,7,0.0,1
34,3,0.0,1
47,2,0.0,0
54,2,0.0,0
33,3,0.0,1
23,2,0.0,0
48,2,0.0,0
43,1,0.0,1
35,2,0.0,1
55,9,0.0,1
64,1,0.0,0
47,2,0.0,1
40,2,0.0,0
40,3,8.14,1
37,1,0.0,0
21,3,0.0,0
27,6,0.0,0
33,2,0.0,0
43,6,0.0,1
33,1,0.0,1
21,2,0.0,0
50,2,0.0,1
48,5,0.0,0
41,6,8.95,1
22,3,0.0,0
48,6,0.0,0
59,2,0.0,0
20,2,0.0,0
24,6,0.0,0
46,3,0.0,1
59,1,0.0,0
29,2,0.0,0
31,2,0.0,1
37,6,0.0,1
50,2,0.0,0
22,6,0.0,0
73,2,0.0,0
33,6,0.0,1
42,2,0.0,1
25,7,0.0,0
31,7,7.86,0
27,5,0.0,0
54,3,0.0,0
66,3,0.0,0
19,3,0.0,0
50,2,11.51,0
50,1,0.0,0
48,1,0.0,0
33,6,0.0,1
21,3,0.0,0
17,1,0.0,0
23,3,0.0,0
28,2,0.0,1
47,3,0.0,1
55,9,0.0,0
26,6,0.0,0
50,8,0.0,1
41,3,0.0,0
24,3,0.0,1
23,3,0.0,0
21,3,7.86,0
54,6,0.0,0
38,3,0.0,0
43,5,0.0,0
37,2,0.0,1
67,2,0.0,0
35,6,0.0,0
49,1,0.0,0
31,2,0.0,0
26,2,0.0,0
31,2,0.0,0
51,6,0.0,1
42,2,0.0,1
45,4,9.57,0
39,6,0.0,0
59,2,0.0,0
26,2,0.0,1
44,2,0.0,0
33,1,0.0,0
18,2,0.0,0
24,1,0.0,0
35,6,0.0,1
36,3,0.0,0
25,6,0.0,0
50,3,0.0,0
42,6,0.0,0
43,2,0.0,0
53,6,0.0,1
51,2,0.0,1
28,6,0.0,1
45,4,0.0,1
45,3,0.0,1
29,2,0.0,0
30,1,0.0,0
37,2,0.0,0
65,2,0.0,0
36,2,0.0,0
30,2,0.0,0
41,2,0.0,0
55,4,0.0,0
58,2,0.0,1
19,2,0.0,0
66,1,0.0,1
36,2,0.0,0
46,9,0.0,0
36,1,0.0,0
34,2,0.0,0
26,4,0.0,0
28,2,0.0,0
43,8,0.0,0
45,2,0.0,1
19,2,0.0,0
18,1,0.0,0
47,7,0.0,1
45,1,0.0,1
44,2,0.0,1
19,3,0.0,0
51,6,0.0,1
45,2,0.0,1
34,7,0.0,1
40,1,0.0,1
36,2,0.0,1
44,3,0.0,0
37,3,0.0,0
23,6,0.0,0
32,2,0.0,1
40,2,0.0,1
23,6,0.0,0
19,2,0.0,0
19,3,0.0,0
66,1,9.27,1
29,1,0.0,0
37,6,0.0,1
20,3,0.0,0
21,3,0.0,0
21,2,0.0,0
21,3,0.0,0
43,6,0.0,1
34,5,0.0,0
41,3,0.0,0
33,3,0.0,1
19,3,0.0,0
52,8,0.0,1
67,1,6.99,0
22,2,0.0,0
33,2,0.0,0
47,2,0.0,1
54,2,0.0,0
20,2,0.0,0
56,1,0.0,1
23,1,0.0,1
21,5,0.0,0
61,2,0.0,1
47,2,0.0,0
40,2,0.0,1
46,3,0.0,0
32,7,0.0,0
56,3,0.0,1
36,2,0.0,1
38,7,0.0,1
38,3,0.0,1
48,3,0.0,0
18,3,0.0,0
24,1,0.0,0
47,2,9.62,1
32,3,0.0,1
23,3,0.0,0
58,2,0.0,1
27,3,0.0,1
82,1,0.0,1
50,2,0.0,1
19,3,0.0,0
26,3,0.0,0
38,8,0.0,0
62,9,0.0,0
28,6,0.0,1
50,7,0.0,1
42,6,0.0,0
46,3,0.0,1
60,2,0.0,0
56,6,0.0,0
56,2,0.0,0
55,3,0.0,0
50,2,0.0,0
53,6,8.11,0
41,6,0.0,1
32,2,8.47,0
38,2,0.0,1
53,2,0.0,1
29,1,0.0,0
20,3,0.0,0
56,3,0.0,1
29,6,0.0,1
39,2,9.62,1
40,2,0.0,0
35,1,0.0,1
28,4,0.0,1
17,1,6.96,0
29,2,0.0,0
47,3,0.0,1
62,7,0.0,1
33,1,0.0,1
37,2,0.0,0
24,6,0.0,0
44,8,0.0,0
44,6,0.0,1
59,2,0.0,0
41,2,7.86,0
42,3,0.0,0
60,2,0.0,1
22,3,0.0,0
64,1,0.0,1
42,3,0.0,0
19,3,0.0,0
29,3,0.0,0
51,4,8.83,0
21,3,0.0,0
21,3,0.0,0
25,2,0.0,0
30,6,0.0,1
59,8,11.51,1
70,3,8.78,1
32,1,0.0,1
45,6,0.0,1
28,5,0.0,0
31,3,0.0,1
40,3,0.0,0
19,3,0.0,0
27,3,0.0,0
50,2,0.0,0
39,3,0.0,1
45,7,0.0,1
40,6,0.0,1
35,2,0.0,0
51,6,0.0,1
36,8,0.0,1
23,3,0.0,0
28,3,0.0,1
56,2,0.0,1
24,6,0.0,0
51,4,0.0,1
31,2,0.0,1
26,2,0.0,0
51,2,0.0,1
57,6,0.0,1
21,3,0.0,0
26,3,0.0,0
24,2,0.0,0
36,2,0.0,0
48,2,0.0,0
37,8,9.62,1
41,3,0.0,0
36,5,8.11,0
43,6,0.0,0
35,3,0.0,1
61,6,8.95,1
32,6,0.0,1
21,3,0.0,0
33,6,0.0,1
36,3,0.0,0
35,3,0.0,0
44,7,0.0,1
36,2,0.0,1
47,1,0.0,0
62,2,0.0,1
35,2,0.0,1
32,7,0.0,1
36,2,0.0,1
55,1,0.0,1
45,6,0.0,0
35,6,0.0,1
48,7,0.0,0
22,2,0.0,1
45,4,0.0,0
55,3,0.0,1
19,2,0.0,0
52,2,0.0,0
35,2,0.0,1
40,7,0.0,1
37,6,0.0,0
25,2,0.0,0
35,6,0.0,1
45,7,0.0,0
21,1,0.0,0
45,1,0.0,0
33,9,0.0,1
30,2,0.0,0
40,2,0.0,1
28,6,0.0,0
23,6,0.0,1
52,2,0.0,0
45,2,0.0,1
30,2,7.32,0
61,6,0.0,0
23,3,0.0,1
52,6,0.0,1
40,3,0.0,0
23,3,0.0,0
56,7,0.0,1
23,3,0.0,0
60,3,0.0,0
66,6,0.0,1
18,2,0.0,0
44,3,0.0,1
64,6,0.0,0
35,7,0.0,0
56,7,0.0,1
40,6,0.0,0
39,2,0.0,1
44,1,0.0,1
22,2,9.55,0
45,2,0.0,0
68,1,0.0,1
23,3,0.0,0
18,2,0.0,0
52,1,0.0,0
56,2,0.0,0
31,6,0.0,1
48,6,0.0,0
20,2,0.0,0
65,2,0.0,1
48,6,11.51,0
23,2,0.0,0
44,6,8.05,1
18,2,0.0,0
47,2,7.95,1
28,2,0.0,0
35,6,0.0,1
48,6,0.0,0
48,2,0.0,0
39,3,0.0,1
41,6,0.0,1
37,2,0.0,0
38,2,8.04,1
44,6,8.95,1
26,2,0.0,0
41,7,0.0,1
44,2,0.0,0
20,3,0.0,0
41,1,0.0,1
40,2,0.0,0
29,6,0.0,1
22,3,0.0,0
42,2,0.0,0
22,2,0.0,0
18,1,0.0,0
20,1,0.0,0
31,3,0.0,0
20,1,0.0,0
47,3,0.0,1
45,3,0.0,0
19,3,0.0,0
46,1,0.0,1
48,2,0.0,0
24,2,0.0,0
32,2,0.0,0
21,3,0.0,0
25,3,0.0,0
54,2,0.0,1
23,3,0.0,0
31,3,0.0,0
39,3,0.0,0
30,2,0.0,1
56,2,0.0,1
47,1,0.0,1
49,3,0.0,1
28,5,0.0,1
45,3,0.0,0
32,3,0.0,0
32,2,0.0,1
43,2,0.0,1
24,6,0.0,0
38,4,0.0,0
40,6,0.0,1
30,5,0.0,0
38,9,11.51,1
40,5,0.0,1
28,6,0.0,0
59,2,0.0,1
29,2,0.0,0
35,2,0.0,1
61,2,0.0,0
34,7,0.0,1
52,7,0.0,1
49,1,0.0,1
39,6,0.0,0
38,2,0.0,1
36,3,0.0,0
30,1,0.0,0
57,5,0.0,0
43,6,0.0,1
44,6,0.0,0
19,2,0.0,0
65,2,0.0,0
36,6,0.0,1
36,2,0.0,0
35,7,0.0,1
49,1,0.0,1
58,1,0.0,1
51,2,0.0,1
46,2,0.0,0
53,1,0.0,0
75,1,0.0,0
24,1,0.0,0
56,3,9.55,0
38,2,0.0,0
25,5,0.0,0
29,2,0.0,1
39,4,0.0,1
32,6,8.83,0
46,3,0.0,1
29,2,0.0,0
80,1,0.0,0
33,2,8.27,1
34,1,0.0,1
36,5,0.0,0
57,2,0.0,1
30,6,0.0,1
56,6,0.0,0
27,3,0.0,0
26,3,0.0,1
65,2,0.0,0
26,1,0.0,1
32,3,0.0,0
72,2,0.0,0
39,2,0.0,0
